period_id,time,u,u2,y1,y2
0,569.9,0,8,3.7109,4.0527
0,570,0,8,3.7061,4.0527
0,570.1,0,8,3.7158,4.0674
0,570.2,0,8,3.7354,4.0283
0,570.3,0,8,3.7207,4.0186
0,570.4,0,8,3.7305,4.0234
0,570.5,0,8,3.7305,4.0283
0,570.6,0,8,3.7061,4.0381
0,570.7,0,8,3.7012,4.043
0,570.8,0,8,3.7549,4.0381
0,570.9,0,8,3.7256,4.0332
0,571,0,8,3.7305,4.0381
0,571.1,0,8,3.7256,4.0625
0,571.2,0,8,3.7256,4.0186
0,571.3,0,8,3.7354,4.0186
0,571.4,0,8,3.7354,4.0332
0,571.5,0,8,3.7207,4.043
0,571.6,0,8,3.7402,4.0186
0,571.7,0,8,3.7158,4.0381
0,571.8,0,8,3.7061,4.0381
0,571.9,0,8,3.7158,4.0625
0,572,0,8,3.7354,4.0381
0,572.1,0,8,3.7207,4.0527
0,572.2,0,8,3.7158,4.043
0,572.3,0,8,3.7256,4.0381
0,572.4,0,8,3.6963,4.0381
0,572.5,0,8,3.7256,4.0381
0,572.6,0,8,3.7207,4.0381
0,572.7,0,8,3.7354,4.0527
0,572.8,0,8,3.7402,4.0625
0,572.9,0,8,3.7305,4.0576
0,573,0,8,3.7402,4.043
0,573.1,0,8,3.7354,4.0381
0,573.2,0,8,3.7158,4.0381
0,573.3,0,8,3.7305,4.043
0,573.4,0,8,3.7061,4.0332
0,573.5,0,8,3.7061,4.0234
0,573.6,0,8,3.7354,4.0479
0,573.7,0,8,3.7354,4.0283
0,573.8,0,8,3.7012,4.0479
0,573.9,0,8,3.7109,4.0283
0,574,0,8,3.7256,4.0234
0,574.1,0,8,3.7305,4.0088
0,574.2,0,8,3.7012,4.0186
0,574.3,0,8,3.7354,4.0332
0,574.4,0,8,3.7256,4.0479
0,574.5,0,8,3.7305,4.0381
0,574.6,0,8,3.7256,4.0527
0,574.7,0,8,3.7354,4.0234
0,574.8,0,8,3.7012,4.0381
0,574.9,0,8,3.7305,4.0283
0,575,0,8,3.7305,4.0186
0,575.1,0,8,3.7402,4.0283
0,575.2,0,8,3.7354,4.0479
0,575.3,0,8,3.7354,4.0479
0,575.4,0,8,3.7256,4.0381
0,575.5,0,8,3.7012,4.0283
0,575.6,0,8,3.7109,4.0283
0,575.7,0,8,3.7402,4.0332
0,575.8,0,8,3.6963,4.0381
0,575.9,0,8,3.7158,4.0479
0,576,0,8,3.7012,4.043
0,576.1,0,8,3.7256,4.0381
0,576.2,0,8,3.75,4.0234
0,576.3,0,8,3.7158,4.0381
0,576.4,0,8,3.7158,4.0332
0,576.5,0,8,3.7012,4.0234
0,576.6,0,8,3.7305,4.0186
0,576.7,0,8,3.7354,4.043
0,576.8,0,8,3.7158,4.0625
0,576.9,0,8,3.7012,4.0332
0,577,0,8,3.7256,4.0332
0,577.1,0,8,3.7402,4.0381
0,577.2,0,8,3.6963,4.043
0,577.3,0,8,3.6963,4.0527
0,577.4,0,8,3.7061,4.043
0,577.5,0,8,3.7158,4.0479
0,577.6,0,8,3.7158,4.0088
0,577.7,0,8,3.6963,4.0332
0,577.8,0,8,3.7109,4.0527
0,577.9,0,8,3.7012,4.0479
0,578,0,8,3.7305,4.0234
0,578.1,0,8,3.7109,4.043
0,578.2,0,8,3.7354,4.0234
0,578.3,0,8,3.7158,4.0479
0,578.4,0,8,3.7012,4.043
0,578.5,0,8,3.6963,4.0381
0,578.6,0,8,3.7012,4.043
0,578.7,0,8,3.7354,4.0381
0,578.8,0,8,3.7305,4.043
0,578.9,0,8,3.7256,4.0039
0,579,0,8,3.7158,4.0381
0,579.1,0,8,3.7061,4.0576
0,579.2,0,8,3.7158,4.0381
0,579.3,0,8,3.6963,4.043
0,579.4,0,8,3.7256,4.0479
0,579.5,0,8,3.7354,4.0234
0,579.6,0,8,3.6963,4.0576
0,579.7,0,8,3.7158,4.0479
0,579.8,0,8,3.7207,4.0234
0,579.9,0,8,3.7061,4.0479
0,580,0,8,3.7207,4.0381
0,580.1,0,8,3.6963,4.043
0,580.2,0,8,3.6963,4.043
0,580.3,0,8,3.7061,4.043
0,580.4,0,8,3.7305,4.0332
0,580.5,0,8,3.7207,4.0283
0,580.6,0,8,3.7305,4.0234
0,580.7,0,8,3.6963,4.0479
0,580.8,0,8,3.7158,4.0186
0,580.9,0,8,3.6963,4.043
0,581,0,8,3.7207,4.0186
0,581.1,0,8,3.7305,4.0234
0,581.2,0,8,3.7109,4.0332
0,581.3,0,8,3.6914,4.043
0,581.4,0,8,3.7109,4.0479
0,581.5,0,8,3.7061,4.0381
0,581.6,0,8,3.7012,4.0381
0,581.7,0,8,3.7012,4.0381
0,581.8,0,8,3.7109,4.0283
0,581.9,0,8,3.7012,4.0479
0,582,0,8,3.7061,4.0186
0,582.1,0,8,3.7207,4.0137
0,582.2,0,8,3.7354,4.0283
0,582.3,0,8,3.7012,4.0332
0,582.4,0,8,3.6963,4.0479
0,582.5,0,8,3.7207,4.0283
0,582.6,0,8,3.7305,4.0381
0,582.7,0,8,3.7158,4.0234
0,582.8,0,8,3.6963,4.0381
0,582.9,0,8,3.7207,4.0234
0,583,0,8,3.6914,4.0527
0,583.1,0,8,3.7158,4.0527
0,583.2,0,8,3.7158,4.0479
0,583.3,0,8,3.7256,4.0186
0,583.4,0,8,3.7061,4.0381
0,583.5,0,8,3.7109,4.0137
0,583.6,0,8,3.7109,4.043
0,583.7,0,8,3.7207,4.0625
0,583.8,0,8,3.7012,4.0479
0,583.9,0,8,3.7305,4.0137
0,584,0,8,3.7061,4.0576
0,584.1,0,8,3.7207,4.0332
0,584.2,0,8,3.7061,4.043
0,584.3,0,8,3.7256,4.043
0,584.4,0,8,3.7061,4.0381
0,584.5,0,8,3.7207,4.0479
0,584.6,0,8,3.7012,4.0479
0,584.7,0,8,3.7012,4.0137
0,584.8,0,8,3.7109,4.0234
0,584.9,0,8,3.7158,4.0234
0,585,0,8,3.7305,4.0234
0,585.1,0,8,3.7012,4.0186
0,585.2,0,8,3.7207,4.0186
0,585.3,0,8,3.7207,4.0088
0,585.4,0,8,3.7256,4.0332
0,585.5,0,8,3.7305,4.0137
0,585.6,0,8,3.7256,4.0283
0,585.7,0,8,3.6914,4.0479
0,585.8,0,8,3.6914,4.043
0,585.9,0,8,3.7109,4.0186
0,586,0,8,3.7012,4.043
0,586.1,0,8,3.6865,4.0332
0,586.2,0,8,3.7256,4.0137
0,586.3,0,8,3.7207,4.0137
0,586.4,0,8,3.6963,4.0332
0,586.5,0,8,3.6914,4.0088
0,586.6,0,8,3.7061,4.0186
0,586.7,0,8,3.7305,4.0283
0,586.8,0,8,3.7061,4.0234
0,586.9,0,8,3.6963,4.0381
0,587,0,8,3.6963,4.0186
0,587.1,0,8,3.7061,4.0186
0,587.2,0,8,3.7207,4.0137
0,587.3,0,8,3.7061,4.0186
0,587.4,0,8,3.7305,4.0039
0,587.5,0,8,3.7158,4.0234
0,587.6,0,8,3.7158,4.0332
0,587.7,0,8,3.7061,4.043
0,587.8,0,8,3.6963,4.0332
0,587.9,0,8,3.7109,4.0332
0,588,0,8,3.6914,4.0479
0,588.1,0,8,3.7256,4.0039
0,588.2,0,8,3.6963,4.0527
0,588.3,0,8,3.7207,4.0332
0,588.4,0,8,3.7256,4.0332
0,588.5,0,8,3.7061,4.0283
0,588.6,0,8,3.6963,4.0381
0,588.7,0,8,3.7158,4.0479
0,588.8,0,8,3.7305,4.0479
0,588.9,0,8,3.7256,4.0137
0,589,0,8,3.7012,4.0186
0,589.1,0,8,3.7354,4.0479
0,589.2,0,8,3.6914,4.043
0,589.3,0,8,3.7158,4.043
0,589.4,0,8,3.7305,4.0332
0,589.5,0,8,3.7158,4.0527
0,589.6,0,8,3.7207,4.0283
0,589.7,0,8,3.7109,4.0479
0,589.8,0,8,3.7012,4.0479
0,589.9,0,8,3.7354,4.0186
0,590,0,8,3.7109,4.0186
0,590.1,0,8,3.7158,4.0381
0,590.2,0,8,3.7256,4.043
0,590.3,0,8,3.7256,4.0283
0,590.4,0,8,3.7207,4.0234
0,590.5,0,8,3.7158,4.0186
0,590.6,0,8,3.7109,4.0283
0,590.7,0,8,3.7012,4.0234
0,590.8,0,8,3.7256,4.043
0,590.9,0,8,3.6963,4.0283
0,591,0,8,3.7207,4.0137
0,591.1,0,8,3.7061,4.0381
0,591.2,0,8,3.7061,4.0234
0,591.3,0,8,3.7012,4.0479
0,591.4,0,8,3.7305,4.0283
0,591.5,0,8,3.7012,4.0479
0,591.6,0,8,3.7012,4.0479
0,591.7,0,8,3.7305,4.0381
0,591.8,0,8,3.7256,4.043
0,591.9,0,8,3.7061,4.0479
0,592,0,8,3.7256,4.0332
0,592.1,0,8,3.7012,4.0381
0,592.2,0,8,3.7061,4.0381
0,592.3,0,8,3.6914,4.0283
0,592.4,0,8,3.7109,4.0283
0,592.5,0,8,3.7256,4.0479
0,592.6,0,8,3.7207,4.0283
0,592.7,0,8,3.7012,4.0625
0,592.8,0,8,3.7305,4.0234
0,592.9,0,8,3.7207,4.0137
0,593,0,8,3.7305,4.0137
0,593.1,0,8,3.7207,4.0088
0,593.2,0,8,3.7207,4.0186
0,593.3,0,8,3.6963,4.0137
0,593.4,0,8,3.7256,4.0479
0,593.5,0,8,3.6963,4.0234
0,593.6,0,8,3.7012,4.0479
0,593.7,0,8,3.7354,4.0088
0,593.8,0,8,3.7109,4.0332
0,593.9,0,8,3.7012,4.0283
0,594,0,8,3.7109,4.0332
0,594.1,0,8,3.7207,4.0234
0,594.2,0,8,3.7305,4.0234
0,594.3,0,8,3.7061,4.0332
0,594.4,0,8,3.7012,4.0381
0,594.5,0,8,3.6914,4.0527
0,594.6,0,8,3.7158,4.0527
0,594.7,0,8,3.7354,4.0479
0,594.8,0,8,3.7109,4.0234
0,594.9,0,8,3.7256,4.0332
0,595,0,8,3.7305,4.0137
0,595.1,0,8,3.7256,4.0479
0,595.2,0,8,3.7354,4.0137
0,595.3,0,8,3.7158,4.0186
0,595.4,0,8,3.7354,4.0283
0,595.5,0,8,3.7305,4.0186
0,595.6,0,8,3.7354,4.0088
0,595.7,0,8,3.7012,4.0479
0,595.8,0,8,3.7354,4.0332
0,595.9,0,8,3.7158,4.0283
0,596,0,8,3.7256,4.0137
0,596.1,0,8,3.7109,4.0381
0,596.2,0,8,3.7061,4.0088
0,596.3,0,8,3.7158,4.0381
0,596.4,0,8,3.7402,4.0186
0,596.5,0,8,3.7109,4.043
0,596.6,0,8,3.7354,4.0186
0,596.7,0,8,3.7305,4.0283
0,596.8,0,8,3.7305,4.043
0,596.9,0,8,3.7207,4.0674
0,597,0,8,3.7012,4.043
0,597.1,0,8,3.7109,4.0332
0,597.2,0,8,3.7354,4.0186
0,597.3,0,8,3.7061,4.0625
0,597.4,0,8,3.7109,4.0479
0,597.5,0,8,3.7402,4.0186
0,597.6,0,8,3.7207,4.0332
0,597.7,0,8,3.7109,4.0332
0,597.8,0,8,3.7109,4.043
0,597.9,0,8,3.7061,4.0479
0,598,0,8,3.7305,4.0039
0,598.1,0,8,3.7354,4.0283
0,598.2,0,8,3.6914,4.0527
0,598.3,0,8,3.7061,4.043
0,598.4,0,8,3.7109,4.0283
0,598.5,0,8,3.7061,4.0479
0,598.6,0,8,3.7402,4.0137
0,598.7,0,8,3.7109,4.0137
0,598.8,0,8,3.7305,4.0186
0,598.9,0,8,3.7354,4.0283
0,599,0,8,3.7061,4.043
0,599.1,0,8,3.7354,4.0137
0,599.2,0,8,3.7402,4.0186
0,599.3,0,8,3.7354,4.0234
0,599.4,0,8,3.7354,4.0137
0,599.5,0,8,3.7061,4.0332
0,599.6,0,8,3.7109,4.043
0,599.7,0,8,3.7158,4.0283
0,599.8,0,8,3.7061,4.0479
1,869.9,1,8,4.5068,4.5752
1,870,1,8,4.4971,4.5801
1,870.1,1,8,4.5166,4.5605
1,870.2,1,8,4.5264,4.6045
1,870.3,1,8,4.4824,4.5801
1,870.4,1,8,4.4775,4.5801
1,870.5,1,8,4.4922,4.6143
1,870.6,1,8,4.4727,4.585
1,870.7,1,8,4.5312,4.5898
1,870.8,1,8,4.4775,4.5898
1,870.9,1,8,4.502,4.5703
1,871,1,8,4.4922,4.5947
1,871.1,1,8,4.4971,4.5898
1,871.2,1,8,4.5117,4.5605
1,871.3,1,8,4.5117,4.6045
1,871.4,1,8,4.502,4.5752
1,871.5,1,8,4.5117,4.5898
1,871.6,1,8,4.5117,4.5947
1,871.7,1,8,4.5117,4.5605
1,871.8,1,8,4.5068,4.6191
1,871.9,1,8,4.5117,4.5801
1,872,1,8,4.4775,4.5996
1,872.1,1,8,4.4971,4.5752
1,872.2,1,8,4.4775,4.6094
1,872.3,1,8,4.4775,4.5898
1,872.4,1,8,4.541,4.6191
1,872.5,1,8,4.5068,4.5703
1,872.6,1,8,4.5068,4.5752
1,872.7,1,8,4.4775,4.5801
1,872.8,1,8,4.4971,4.5801
1,872.9,1,8,4.502,4.5996
1,873,1,8,4.5068,4.5947
1,873.1,1,8,4.4873,4.5996
1,873.2,1,8,4.5312,4.5703
1,873.3,1,8,4.502,4.5654
1,873.4,1,8,4.4775,4.5752
1,873.5,1,8,4.5508,4.5947
1,873.6,1,8,4.4971,4.5703
1,873.7,1,8,4.502,4.585
1,873.8,1,8,4.4971,4.5752
1,873.9,1,8,4.5068,4.5752
1,874,1,8,4.5361,4.5801
1,874.1,1,8,4.5068,4.5459
1,874.2,1,8,4.5557,4.5557
1,874.3,1,8,4.5166,4.5654
1,874.4,1,8,4.4873,4.5703
1,874.5,1,8,4.5068,4.5459
1,874.6,1,8,4.5166,4.6289
1,874.7,1,8,4.4922,4.5605
1,874.8,1,8,4.4873,4.5703
1,874.9,1,8,4.5166,4.6045
1,875,1,8,4.4971,4.5752
1,875.1,1,8,4.5166,4.6191
1,875.2,1,8,4.5166,4.5898
1,875.3,1,8,4.5117,4.5752
1,875.4,1,8,4.4971,4.6094
1,875.5,1,8,4.5264,4.5898
1,875.6,1,8,4.5117,4.5703
1,875.7,1,8,4.5508,4.5898
1,875.8,1,8,4.5215,4.5947
1,875.9,1,8,4.5215,4.5947
1,876,1,8,4.5117,4.585
1,876.1,1,8,4.5215,4.6045
1,876.2,1,8,4.541,4.5947
1,876.3,1,8,4.5117,4.5752
1,876.4,1,8,4.4824,4.5654
1,876.5,1,8,4.5166,4.5508
1,876.6,1,8,4.4922,4.5947
1,876.7,1,8,4.5312,4.5605
1,876.8,1,8,4.5312,4.6191
1,876.9,1,8,4.5117,4.5801
1,877,1,8,4.5361,4.585
1,877.1,1,8,4.541,4.5752
1,877.2,1,8,4.5361,4.5996
1,877.3,1,8,4.5312,4.541
1,877.4,1,8,4.5312,4.5947
1,877.5,1,8,4.5264,4.5703
1,877.6,1,8,4.5166,4.585
1,877.7,1,8,4.5117,4.5654
1,877.8,1,8,4.5166,4.5703
1,877.9,1,8,4.5703,4.6143
1,878,1,8,4.5264,4.6094
1,878.1,1,8,4.4971,4.5752
1,878.2,1,8,4.502,4.5898
1,878.3,1,8,4.5264,4.585
1,878.4,1,8,4.5312,4.5947
1,878.5,1,8,4.5361,4.5898
1,878.6,1,8,4.5215,4.5898
1,878.7,1,8,4.502,4.6045
1,878.8,1,8,4.5215,4.6045
1,878.9,1,8,4.5361,4.5703
1,879,1,8,4.5068,4.6143
1,879.1,1,8,4.4971,4.5703
1,879.2,1,8,4.5215,4.5605
1,879.3,1,8,4.5068,4.6094
1,879.4,1,8,4.502,4.6094
1,879.5,1,8,4.5508,4.6338
1,879.6,1,8,4.5459,4.5703
1,879.7,1,8,4.5312,4.585
1,879.8,1,8,4.5264,4.5996
1,879.9,1,8,4.5068,4.5801
1,880,1,8,4.541,4.5898
1,880.1,1,8,4.5117,4.5947
1,880.2,1,8,4.5215,4.5947
1,880.3,1,8,4.541,4.585
1,880.4,1,8,4.5068,4.5557
1,880.5,1,8,4.5361,4.5703
1,880.6,1,8,4.5361,4.6484
1,880.7,1,8,4.5508,4.585
1,880.8,1,8,4.5166,4.6045
1,880.9,1,8,4.5068,4.6143
1,881,1,8,4.5166,4.5898
1,881.1,1,8,4.5752,4.6045
1,881.2,1,8,4.5068,4.5898
1,881.3,1,8,4.502,4.5898
1,881.4,1,8,4.5117,4.5605
1,881.5,1,8,4.5117,4.5752
1,881.6,1,8,4.5215,4.5996
1,881.7,1,8,4.5557,4.6143
1,881.8,1,8,4.541,4.5557
1,881.9,1,8,4.5361,4.5703
1,882,1,8,4.5117,4.5996
1,882.1,1,8,4.502,4.6143
1,882.2,1,8,4.585,4.6191
1,882.3,1,8,4.5361,4.6191
1,882.4,1,8,4.5361,4.5898
1,882.5,1,8,4.541,4.6143
1,882.6,1,8,4.5166,4.6191
1,882.7,1,8,4.5312,4.585
1,882.8,1,8,4.5508,4.6191
1,882.9,1,8,4.5459,4.5605
1,883,1,8,4.5215,4.5947
1,883.1,1,8,4.5361,4.5654
1,883.2,1,8,4.5215,4.5947
1,883.3,1,8,4.5557,4.5996
1,883.4,1,8,4.5166,4.5801
1,883.5,1,8,4.5117,4.5947
1,883.6,1,8,4.5459,4.5947
1,883.7,1,8,4.541,4.6143
1,883.8,1,8,4.5215,4.5898
1,883.9,1,8,4.5703,4.6045
1,884,1,8,4.5068,4.6191
1,884.1,1,8,4.541,4.5703
1,884.2,1,8,4.502,4.5898
1,884.3,1,8,4.5312,4.5801
1,884.4,1,8,4.541,4.5947
1,884.5,1,8,4.4971,4.5947
1,884.6,1,8,4.5117,4.6094
1,884.7,1,8,4.5215,4.5996
1,884.8,1,8,4.5312,4.5898
1,884.9,1,8,4.5312,4.5752
1,885,1,8,4.5508,4.6387
1,885.1,1,8,4.541,4.585
1,885.2,1,8,4.5166,4.585
1,885.3,1,8,4.5361,4.5752
1,885.4,1,8,4.5312,4.5947
1,885.5,1,8,4.5312,4.6338
1,885.6,1,8,4.5215,4.5654
1,885.7,1,8,4.5264,4.5996
1,885.8,1,8,4.5117,4.5898
1,885.9,1,8,4.5068,4.5996
1,886,1,8,4.5215,4.6094
1,886.1,1,8,4.5654,4.6338
1,886.2,1,8,4.5264,4.5898
1,886.3,1,8,4.5264,4.5801
1,886.4,1,8,4.5068,4.5947
1,886.5,1,8,4.502,4.5654
1,886.6,1,8,4.5312,4.6338
1,886.7,1,8,4.5312,4.5752
1,886.8,1,8,4.502,4.6191
1,886.9,1,8,4.5166,4.585
1,887,1,8,4.5215,4.5996
1,887.1,1,8,4.5312,4.5605
1,887.2,1,8,4.5215,4.624
1,887.3,1,8,4.5166,4.5898
1,887.4,1,8,4.5117,4.6045
1,887.5,1,8,4.5117,4.585
1,887.6,1,8,4.5166,4.5898
1,887.7,1,8,4.5508,4.624
1,887.8,1,8,4.5264,4.5752
1,887.9,1,8,4.5215,4.6045
1,888,1,8,4.4971,4.5801
1,888.1,1,8,4.502,4.5752
1,888.2,1,8,4.5166,4.5654
1,888.3,1,8,4.5264,4.6045
1,888.4,1,8,4.5264,4.6045
1,888.5,1,8,4.5068,4.5752
1,888.6,1,8,4.5166,4.5947
1,888.7,1,8,4.5215,4.5654
1,888.8,1,8,4.541,4.6143
1,888.9,1,8,4.5068,4.5947
1,889,1,8,4.5068,4.5947
1,889.1,1,8,4.5068,4.5898
1,889.2,1,8,4.502,4.5508
1,889.3,1,8,4.5312,4.5605
1,889.4,1,8,4.5654,4.5996
1,889.5,1,8,4.4971,4.5996
1,889.6,1,8,4.5068,4.585
1,889.7,1,8,4.502,4.5703
1,889.8,1,8,4.5068,4.5752
1,889.9,1,8,4.5361,4.6289
1,890,1,8,4.5068,4.5996
1,890.1,1,8,4.4971,4.5801
1,890.2,1,8,4.5068,4.5898
1,890.3,1,8,4.5215,4.585
1,890.4,1,8,4.5068,4.5801
1,890.5,1,8,4.5215,4.5947
1,890.6,1,8,4.5312,4.5996
1,890.7,1,8,4.502,4.5654
1,890.8,1,8,4.5166,4.6289
1,890.9,1,8,4.5215,4.5947
1,891,1,8,4.5117,4.585
1,891.1,1,8,4.5166,4.5752
1,891.2,1,8,4.5068,4.5801
1,891.3,1,8,4.5264,4.6143
1,891.4,1,8,4.502,4.5996
1,891.5,1,8,4.5068,4.5752
1,891.6,1,8,4.5361,4.624
1,891.7,1,8,4.5361,4.5996
1,891.8,1,8,4.5117,4.5703
1,891.9,1,8,4.5068,4.5752
1,892,1,8,4.4824,4.5996
1,892.1,1,8,4.5605,4.6045
1,892.2,1,8,4.5166,4.5654
1,892.3,1,8,4.5361,4.5801
1,892.4,1,8,4.502,4.5898
1,892.5,1,8,4.5117,4.5557
1,892.6,1,8,4.502,4.5801
1,892.7,1,8,4.5312,4.5605
1,892.8,1,8,4.502,4.6045
1,892.9,1,8,4.5117,4.6045
1,893,1,8,4.4922,4.6143
1,893.1,1,8,4.5264,4.5654
1,893.2,1,8,4.5508,4.5898
1,893.3,1,8,4.5068,4.5801
1,893.4,1,8,4.5312,4.6191
1,893.5,1,8,4.4922,4.5898
1,893.6,1,8,4.5117,4.6094
1,893.7,1,8,4.5361,4.6143
1,893.8,1,8,4.4824,4.5801
1,893.9,1,8,4.5117,4.585
1,894,1,8,4.5068,4.5898
1,894.1,1,8,4.541,4.5898
1,894.2,1,8,4.502,4.585
1,894.3,1,8,4.5312,4.624
1,894.4,1,8,4.5166,4.585
1,894.5,1,8,4.5068,4.6045
1,894.6,1,8,4.5264,4.5752
1,894.7,1,8,4.5361,4.5801
1,894.8,1,8,4.5166,4.6191
1,894.9,1,8,4.502,4.6045
1,895,1,8,4.5264,4.5801
1,895.1,1,8,4.502,4.5752
1,895.2,1,8,4.5312,4.5703
1,895.3,1,8,4.5312,4.5654
1,895.4,1,8,4.5215,4.6191
1,895.5,1,8,4.5166,4.6045
1,895.6,1,8,4.4971,4.5752
1,895.7,1,8,4.4922,4.5801
1,895.8,1,8,4.502,4.5947
1,895.9,1,8,4.5215,4.6191
1,896,1,8,4.4873,4.5801
1,896.1,1,8,4.5264,4.5654
1,896.2,1,8,4.5264,4.6045
1,896.3,1,8,4.5117,4.585
1,896.4,1,8,4.5312,4.5752
1,896.5,1,8,4.4824,4.624
1,896.6,1,8,4.5166,4.5947
1,896.7,1,8,4.4824,4.5557
